"id","name","code","executive","employee","worker"
occupation_type_employee_267007,"FILOLOGO, FONOLOGIA",267007,True,True,False,
occupation_type_employee_267008,"FILOLOGO, GRAFOLOGIA",267008,True,True,False,
occupation_type_employee_267009,"FILOLOGO, LEXICOGRAFIA",267009,True,True,False,
occupation_type_employee_267010,"FILOLOGO, LINGUISTICA",267010,True,True,False,
occupation_type_employee_267011,"FILOLOGO, MORFOLOGIA",267011,True,True,False,
occupation_type_employee_267012,"FILOLOGO, SEMANTICA",267012,True,True,False,
occupation_type_employee_267013,GRAFOLOGO,267013,True,True,False,
occupation_type_employee_267014,INTERPRETE,267014,True,True,False,
occupation_type_employee_267015,LEXICOGRAFO,267015,True,True,False,
occupation_type_employee_267016,LINGUISTA,267016,True,True,False,
occupation_type_employee_267017,MORFOLOGO,267017,True,True,False,
occupation_type_employee_267018,TRADUCTOR,267018,True,True,False,
occupation_type_employee_268001,PSICOLOGO,268001,True,True,False,
occupation_type_employee_268002,PSICOLOGO CLINICO,268002,True,True,False,
occupation_type_employee_268003,"PSICOLOGO, EXPERIMENTOS",268003,True,True,False,
occupation_type_employee_268004,"PSICOLOGO, INDUSTRIAS",268004,True,True,False,
occupation_type_employee_268005,"PSICOLOGO, OCUPACIONES",268005,True,True,False,
occupation_type_employee_268006,"PSICOLOGO, PEDAGOGIA",268006,True,True,False,
occupation_type_employee_268007,"PSICOLOGO, PROBLEMAS SOCIALES",268007,True,True,False,
occupation_type_employee_268008,"PSICOLOGO, TRABAJO",268008,True,True,False,
occupation_type_employee_269001,ASISTENTE MEDICO SOCIAL,269001,True,True,False,
occupation_type_employee_269002,ASISTENTE SOCIAL,269002,True,True,False,
occupation_type_employee_269003,"ASISTENTE SOCIAL, BIENESTAR SOCIAL",269003,True,True,False,
occupation_type_employee_269004,"ASISTENTE SOCIAL, DELINCUENCIA",269004,True,True,False,
occupation_type_employee_269005,"ASISTENTE SOCIAL, DELINCUENCIA/LIBERTAD CONDICIONAL",269005,True,True,False,
occupation_type_employee_269006,"ASISTENTE SOCIAL, DELINCUENCIA/PREVENCION Y REHABILITACION",269006,True,True,False,
occupation_type_employee_269007,"ASISTENTE SOCIAL, EMPRESA",269007,True,True,False,
occupation_type_employee_269008,"ASISTENTE SOCIAL, HOSPITAL",269008,True,True,False,
occupation_type_employee_269009,"ASISTENTE SOCIAL, PRISIONES",269009,True,True,False,
occupation_type_employee_269010,"ASISTENTE SOCIAL, PROTECCION DE LA FAMILIA",269010,True,True,False,
occupation_type_employee_269011,"ASISTENTE SOCIAL, PROTECCION DE LA INFANCIA",269011,True,True,False,
occupation_type_employee_269012,"ASISTENTE SOCIAL, PSIQUIATRIA",269012,True,True,False,
occupation_type_employee_269013,"ASISTENTE SOCIAL, REHABILITACION/INCAPACITADOS FISICOS",269013,True,True,False,
occupation_type_employee_269014,"ASISTENTE SOCIAL, SERVICIOS COMUNITARIOS",269014,True,True,False,
occupation_type_employee_269015,"ASISTENTE SOCIAL, SERVICIOS CULTURALES",269015,True,True,False,
occupation_type_employee_269016,"ASISTENTE SOCIAL, SERVICIOS DE AYUDA FAMILIAR",269016,True,True,False,
occupation_type_employee_269017,"ASISTENTE SOCIAL, SERVICIOS SOCIALES",269017,True,True,False,
occupation_type_employee_271026,"PUBLICISTA, RESPONSABLE DE CAMPAÐA PUBLICITARIA",271026,True,True,False,
occupation_type_employee_272026,"DIRECTOR, COROS",272026,True,True,False,
occupation_type_employee_272027,"DIRECTOR, ORQUESTA SINFONICA",272027,True,True,False,
occupation_type_employee_272033,MEZZO-SOPRANO,272033,True,True,False,
occupation_type_employee_272040,SOPRANO,272040,True,True,False,
occupation_type_employee_272042,TENOR,272042,True,True,False,
occupation_type_employee_273007,"DIRECTOR, DANZA",273007,True,True,False,
occupation_type_employee_273008,"DIRECTOR, COREOGRAFIA",273008,True,True,False,
occupation_type_employee_273009,MAESTRO DE BALLET,273009,True,True,False,
occupation_type_employee_274009,"DIRECTOR ARTISTICO, CINE",274009,True,True,False,
occupation_type_employee_274010,"DIRECTOR ARTISTICO, TEATRO",274010,True,True,False,
occupation_type_employee_274012,"DIRECTOR, ESCENA/CINE",274012,True,True,False,
occupation_type_employee_274013,"DIRECTOR, ESCENA/TEATRO",274013,True,True,False,
occupation_type_employee_274014,"DIRECTOR, FOTOGRAFIA/CINE",274014,True,True,False,
occupation_type_employee_274020,"REALIZADOR, RADIODIFUSION O TELEVISION",274020,True,True,False,
occupation_type_employee_274022,"RECITADOR, RADIO O TELEVISION",274022,True,True,False,
occupation_type_employee_274023,"REGENTE, ESCENA",274023,True,True,False,
occupation_type_employee_281001,PROFESIONAL EN HOTELERIA,281001,True,True,False,
occupation_type_employee_281002,PROFESIONAL EN TURISMO,281002,True,True,False,
occupation_type_employee_282001,"RELACIONISTA, INDUSTRIAL",282001,True,True,False,
occupation_type_employee_282002,"RELACIONISTA, LABORAL",282002,True,True,False,
occupation_type_employee_282003,"RELACIONISTA, PUBLICO",282003,True,True,False,
occupation_type_employee_282004,"RELACIONISTA, OTROS",282004,True,True,False,
occupation_type_employee_283001,"DIPLOMATICOS, EXTRANJEROS",283001,True,True,False,
occupation_type_employee_283002,"DIPLOMATICOS, PERUANOS (EXCEPTO EMBAJADORES Y CONSULES EN F",283002,True,True,False,
occupation_type_employee_284001,ARCIPRESTE,284001,True,True,False,
occupation_type_employee_284002,ARZOBISPO,284002,True,True,False,
occupation_type_employee_284003,BONZO,284003,True,True,False,
occupation_type_employee_284004,CANONIGO,284004,True,True,False,
occupation_type_employee_284005,CAPELLAN,284005,True,True,False,
occupation_type_employee_284006,CURA,284006,True,True,False,
occupation_type_employee_284007,IMAN,284007,True,True,False,
occupation_type_employee_284008,MINISTRO DEL CULTO,284008,True,True,False,
occupation_type_employee_284009,MISIONERO,284009,True,True,False,
occupation_type_employee_284010,MONJA,284010,True,True,False,
occupation_type_employee_284011,MONJE,284011,True,True,False,
occupation_type_employee_284012,OBISPO,284012,True,True,False,
occupation_type_employee_284013,PARROCO,284013,True,True,False,
occupation_type_employee_284014,PASTOR PROTESTANTE,284014,True,True,False,
occupation_type_employee_284015,POOJARI,284015,True,True,False,
occupation_type_employee_284016,PRIOR,284016,True,True,False,
occupation_type_employee_284017,RABINO,284017,True,True,False,
occupation_type_employee_284018,SACERDOTE,284018,True,True,False,
occupation_type_employee_284019,SACERDOTE BUDISTA,284019,True,True,False,
occupation_type_employee_284020,TEOLOGO,284020,True,True,False,
occupation_type_employee_284021,VICARIO,284021,True,True,False,
occupation_type_employee_331001,"CUARTO OFICIAL, MAQUINISTA/BARCO",331001,True,True,False,
occupation_type_employee_331002,"INSPECTOR TECNICO, MARINA/MERCANTE",331002,True,True,False,
occupation_type_employee_331003,INSTRUCTOR NAVEGACION/VELA,331003,True,True,False,
occupation_type_employee_331004,"JEFE DE MAQUINAS, BARCO",331004,True,True,False,
occupation_type_employee_331006,"OFICIAL MAQUINISTA, BARCO",331006,True,True,False,
occupation_type_employee_331007,"PRIMER OFICIAL, MAQUINISTA/BARCO",331007,True,True,False,
occupation_type_employee_331008,"SEGUNDO OFICIAL, MAQUINISTA/BARCO",331008,True,True,False,
occupation_type_employee_331009,"SUPERINTENDENTE TECNICO, MARINA MERCANTE",331009,True,True,False,
occupation_type_employee_331010,"TERCER OFICIAL, MAQUINISTA/MARINA MERCANTE",331010,True,True,False,
occupation_type_employee_332001,"ALFEREZ DE FRAGATA, RESERVA NAVAL/MARINA MERCANTE",332001,True,True,False,
occupation_type_employee_332013,"OFICIAL, CUBIERTA",332013,True,True,False,
occupation_type_employee_332014,"OFICIAL, NAVEGACION",332014,True,True,False,
occupation_type_employee_332021,"PILOTO, AERODESLIZADOR",332021,True,True,False,
occupation_type_employee_332022,"PILOTO, COSTERO",332022,True,True,False,
occupation_type_employee_332023,"PILOTO, DESLIZADOR",332023,True,True,False,
occupation_type_employee_332024,"PILOTO, HIDROPLANO",332024,True,True,False,
occupation_type_employee_332025,PILOTO-PRACTICO NAVEGACION,332025,True,True,False,
occupation_type_employee_333002,"COPILOTO, AERONAVE",333002,True,True,False,
occupation_type_employee_333003,INSTRUCTOR DE VUELO,333003,True,True,False,
occupation_type_employee_333004,"OFICIAL MECANICO, VUELO/MECANICO NAVEGANTE",333004,True,True,False,
occupation_type_employee_333005,"OFICIAL NAVEGANTE, AERONAVE",333005,True,True,False,
occupation_type_employee_333006,"PILOTO, AERONAVE/TRANSPORTE AEREO",333006,True,True,False,
occupation_type_employee_333007,"PILOTO, FUMIGACION",333007,True,True,False,
occupation_type_employee_333008,"PILOTO, HELICOPTERO",333008,True,True,False,
occupation_type_employee_333009,"PILOTO, HIDROAVION",333009,True,True,False,
occupation_type_employee_333010,"PILOTO, INSTRUCTOR",333010,True,True,False,
occupation_type_employee_333011,"PILOTO, PRUEBAS/AERONAUTICA",333011,True,True,False,
occupation_type_employee_335005,"INSPECTOR, CONTROL DE CALIDAD",335005,True,True,False,
occupation_type_employee_335006,"INSPECTOR, CONTROL DE CALIDAD/ELECTRICIDAD",335006,True,True,False,
occupation_type_employee_335007,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRICOS",335007,True,True,False,
occupation_type_employee_335008,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRONICOS",335008,True,True,False,
occupation_type_employee_335009,"INSPECTOR, CONTROL DE CALIDAD/MAQUINAS",335009,True,True,False,
occupation_type_employee_335010,"INSPECTOR, CONTROL DE CALIDAD/PROCESOS INDUSTRIALES",335010,True,True,False,
occupation_type_employee_335011,"INSPECTOR, CONTROL DE CALIDAD/PRODUCTOS MECANICOS",335011,True,True,False,
occupation_type_employee_335012,"INSPECTOR, CONTROL DE CALIDAD/SERVICIOS",335012,True,True,False,
occupation_type_employee_335013,"INSPECTOR, CONTROL DE CALIDAD/TEJIDOS",335013,True,True,False,
occupation_type_employee_335014,"INSPECTOR, SEGURIDAD Y SALUD",335014,True,True,False,
occupation_type_employee_335015,"INSPECTOR, SEGURIDAD Y SALUD/CONTAMINACION DEL MEDIO AMBIEN",335015,True,True,False,
occupation_type_employee_335016,"INSPECTOR, SEGURIDAD Y SALUD/CUIDADOS A LOS NIÐOS",335016,True,True,False,
occupation_type_employee_335017,"INSPECTOR, SEGURIDAD Y SALUD/ELECTRICIDAD",335017,True,True,False,
occupation_type_employee_335018,"INSPECTOR, SEGURIDAD Y SALUD/ESTABLECIMIENTOS",335018,True,True,False,
occupation_type_employee_335019,"INSPECTOR, SEGURIDAD Y SALUD/FABRICA",335019,True,True,False,
occupation_type_employee_335020,"INSPECTOR, SEGURIDAD Y SALUD/PROTECCION DE LOS CONSUMIDORES",335020,True,True,False,
occupation_type_employee_335021,"INSPECTOR, SEGURIDAD Y SALUD/SEGURIDAD INDUSTRIAL",335021,True,True,False,
occupation_type_employee_335022,"INSPECTOR, SEGURIDAD Y SALUD/TIENDAS Y COMERCIOS",335022,True,True,False,
occupation_type_employee_335023,"INSPECTOR, SEGURIDAD Y SALUD/TRABAJO",335023,True,True,False,
occupation_type_employee_335024,"INSPECTOR, SEGURIDAD Y SALUD/TRATAMIENTO DE DESECHOS INDUST",335024,True,True,False,
occupation_type_employee_335025,"INSPECTOR, SEGURIDAD Y SALUD/VEHICULOS",335025,True,True,False,
occupation_type_employee_335026,"INSPECTOR, SEGURIDAD/PRODUCTOS",335026,True,True,False,
occupation_type_employee_352001,"ENFERMERA, NIVEL SUPERIOR (DIPLOMADOS)",352001,True,True,False,
occupation_type_employee_352002,"ENFERMERA, NIVEL MEDIO",352002,True,True,False,
occupation_type_employee_352003,"ENFERMERA, NIVEL MEDIO/CLINICA, CENTRO DE SALUD, ETC.",352003,True,True,False,
occupation_type_employee_352004,"ENFERMERA, NIVEL MEDIO/MATERNIDAD",352004,True,True,False,
occupation_type_employee_352005,"ENFERMERA, NIVEL MEDIO/OBSTETRICIA",352005,True,True,False,
occupation_type_employee_352006,"ENFERMERA, NIVEL MEDIO/ORTOPEDIA",352006,True,True,False,
occupation_type_employee_352007,"ENFERMERA, NIVEL MEDIO/PEDIATRIA",352007,True,True,False,
occupation_type_employee_352008,"ENFERMERO, NIVEL MEDIO",352008,True,True,False,
occupation_type_employee_352009,"ENFERMERO, NIVEL MEDIO/CLINICA",352009,True,True,False,
occupation_type_employee_352010,"ENFERMERO, NIVEL MEDIO/OBSTETRICIA",352010,True,True,False,
occupation_type_employee_352011,"ENFERMERO, NIVEL MEDIO/ORTOPEDIA",352011,True,True,False,
occupation_type_employee_352012,"ENFERMERO, NIVEL MEDIO/PEDIATRIA",352012,True,True,False,
occupation_type_employee_361001,"INSPECTOR JEFE, COMERCIO AL POR MAYOR",361001,True,True,False,
occupation_type_employee_361002,"SUPERVISOR DE VENTAS, COMERCIO AL POR MAYOR",361002,True,True,False,
occupation_type_employee_362001,"INSPECTOR JEFE, COMERCIO AL POR MENOR",362001,True,True,False,
occupation_type_employee_362002,"SUPERVISOR DE VENTAS, COMERCIO AL POR MENOR",362002,True,True,False,
occupation_type_employee_363001,"SUPERVISOR, COMERCIO N.E.P",363001,True,True,False,
occupation_type_employee_364001,"ADMINISTRADOR, ABASTECIMIENTO",364001,True,True,False,
occupation_type_employee_364002,"ADMINISTRADOR, HOGAR/ECONOMOS",364002,True,True,False,
occupation_type_employee_364003,"ADMINISTRADOR, MATERIAL CONTABLE",364003,True,True,False,
occupation_type_employee_364004,"ADMINISTRADOR, PERSONAL",364004,True,True,False,
occupation_type_employee_373001,"ADMINISTRADOR, PROPIEDADES INMUEBLES",373001,True,True,False,
occupation_type_employee_374001,"AGENTE ADMINISTRATIVO, ADMINISTRACION PUBLICA/SERVICIO DE TURISMO",374001,True,True,False,
occupation_type_employee_374002,"AGENTE ADMINISTRATIVO, CONSULADO/SERVICIO DE TURISMO",374002,True,True,False,
occupation_type_employee_374003,"AGENTE, TURISMO",374003,True,True,False,
occupation_type_employee_377001,ADUANERO,377001,True,True,False,
occupation_type_employee_377008,"AGENTE, SERVICIOS DE ALMACENAMIENTO",377008,True,True,False,
occupation_type_employee_377009,CORREO DIPLOMATICO,377009,True,True,False,
occupation_type_employee_377010,"FUNCIONARIO, CONSULADO",377010,True,True,False,
occupation_type_employee_379011,"EMPRESARIO, CIRCO",379011,True,True,False,
occupation_type_employee_379012,"EMPRESARIO, MUSICA",379012,True,True,False,
occupation_type_employee_379013,"EMPRESARIO, TEATRO",379013,True,True,False,
occupation_type_employee_379014,"FUNCIONARIO, SERVICIO DEL EMPLEO",379014,True,True,False,
occupation_type_employee_379015,"FUNCIONARIO, SERVICIO DEL EMPLEO/JOVENES",379015,True,True,False,
occupation_type_employee_379016,"ORGANIZADOR DE ESPECTACULO, VARIOS",379016,True,True,False,
occupation_type_employee_382001,"EMPLEADO, FISCO",382001,True,True,False,
occupation_type_employee_382002,"INSPECTOR, HACIENDA",382002,True,True,False,
occupation_type_employee_383001,"FUNCIONARIO, PRESTACIONES SOCIALES Y OTROS",383001,True,True,False,
occupation_type_employee_383002,"FUNCIONARIO, EXPEDICION DE LICENCIAS Y PERMISOS",383002,True,True,False,
occupation_type_employee_383003,"FUNCIONARIO, EXPEDICION DE LICENCIAS/EXPORTACION",383003,True,True,False,
occupation_type_employee_383004,"FUNCIONARIO, EXPEDICION DE LICENCIAS/IMPORTACION",383004,True,True,False,
occupation_type_employee_383005,"FUNCIONARIO, EXPEDICION DE PASAPORTES",383005,True,True,False,
occupation_type_employee_383006,"FUNCIONARIO, INMIGRACION",383006,True,True,False,
occupation_type_employee_383007,"FUNCIONARIO, PERMISOS DE CONSTRUCCION",383007,True,True,False,
occupation_type_employee_396003,"DIRECTOR, ORQUESTA/BAILE",396003,True,True,False,
occupation_type_employee_412001,EMPLEADO DEREGISTRO CIVIL,412001,True,True,False,
occupation_type_employee_412002,EMPLEADO DE REGISTRO ELECTORAL,412002,True,True,False,
occupation_type_employee_418001,EMPLEADOS DE CONTABILIDAD Y CALCULO DE COSTOS,418001,True,True,False,
occupation_type_employee_418002,"EMPLEADO, CAJA",418002,True,True,False,
occupation_type_employee_418003,"EMPLEADO, CALCULO DE COSTOS",418003,True,True,False,
occupation_type_employee_418004,"EMPLEADO, CALCULO DE PRESUPUESTOS",418004,True,True,False,
occupation_type_employee_418005,"EMPLEADO, CALCULO DE SALARIOS",418005,True,True,False,
occupation_type_employee_418006,"EMPLEADO, CONTABILIDAD",418006,True,True,False,
occupation_type_employee_418007,"EMPLEADO, CONTABILIDAD/CALCULO DE COSTOS",418007,True,True,False,
occupation_type_employee_418008,"EMPLEADO, CONTABILIDAD/CALCULO DE INTERESES",418008,True,True,False,
occupation_type_employee_418009,"EMPLEADO, CONTABILIDAD/CUENTAS CORRIENTES",418009,True,True,False,
occupation_type_employee_418010,"EMPLEADO, CONTABILIDAD/DESCUENTOS",418010,True,True,False,
occupation_type_employee_418011,"EMPLEADO, CONTABILIDAD/ESTIMACIONES",418011,True,True,False,
occupation_type_employee_418012,"EMPLEADO, CONTABILIDAD/VERIFICACION",418012,True,True,False,
occupation_type_employee_418013,"EMPLEADO, FACTURAS",418013,True,True,False,
occupation_type_employee_418014,"EMPLEADO, PAGADOR DE PLANILLAS DE PAGO",418014,True,True,False,
occupation_type_employee_418015,"EMPLEADO, PLANILLERO",418015,True,True,False,
occupation_type_employee_418016,"EMPLEADO, PAGO DE NOMINAS",418016,True,True,False,
occupation_type_employee_418017,"EMPLEADO, PAGO DE SALARIOS",418017,True,True,False,
occupation_type_employee_418018,"EMPLEADO, SERVICIO DEL PERSONAL",418018,True,True,False,
occupation_type_employee_418019,"EMPLEADO, SUBASTAS",418019,True,True,False,
occupation_type_employee_418020,"EMPLEADO, TENEDURIA DE LIBROS",418020,True,True,False,
occupation_type_employee_419003,EMPLEADO ACTUARIAL,419003,True,True,False,
occupation_type_employee_419004,"EMPLEADO, BANCOS",419004,True,True,False,
occupation_type_employee_419005,"EMPLEADO, BANCO/PRESTAMOS",419005,True,True,False,
occupation_type_employee_419006,"EMPLEADO, BOLSA",419006,True,True,False,
occupation_type_employee_419007,"EMPLEADO, CREDITOS",419007,True,True,False,
occupation_type_employee_419008,"EMPLEADO, ESTADISTICA",419008,True,True,False,
occupation_type_employee_419009,"EMPLEADO, FINANZAS",419009,True,True,False,
occupation_type_employee_419010,"EMPLEADO, HIPOTECAS",419010,True,True,False,
occupation_type_employee_419011,"EMPLEADO, INVERSIONES",419011,True,True,False,
occupation_type_employee_419012,"EMPLEADO, OFICINA DE IMPUESTOS/SELLOS Y TIMBRES",419012,True,True,False,
occupation_type_employee_419013,"EMPLEADO, REGISTRO DE TITULOS Y ACCIONES",419013,True,True,False,
occupation_type_employee_419014,"EMPLEADO, SERVICIOS FINANCIEROS",419014,True,True,False,
occupation_type_employee_419015,"EMPLEADO, SEGUROS",419015,True,True,False,
occupation_type_employee_419016,"EMPLEADO, SEGUROS/MODIFICACIONES DE COBERTURA",419016,True,True,False,
occupation_type_employee_419017,"EMPLEADO, SEGUROS/PAGO DE SUMINISTROS",419017,True,True,False,
occupation_type_employee_419018,"EMPLEADO, SEGUROS/POLIZAS",419018,True,True,False,
occupation_type_employee_419019,"EMPLEADO, SERVICIOS JURIDICOS",419019,True,True,False,
occupation_type_employee_419020,"EMPLEADO, TRANSACCIONES",419020,True,True,False,
occupation_type_employee_419021,"EMPLEADO, VALORES",419021,True,True,False,
occupation_type_employee_421002,"EMPLEADO, ABASTECIMIENTO",421002,True,True,False,
occupation_type_employee_421003,"EMPLEADO, ALMACENAJE Y APROVISIONAMIENTO",421003,True,True,False,
occupation_type_employee_421004,"EMPLEADO, CONTABILIDAD/EXISTENCIAS",421004,True,True,False,
occupation_type_employee_421005,"EMPLEADO, CONTROL DE PESO",421005,True,True,False,
occupation_type_employee_421006,"EMPLEADO, DEPOSITO",421006,True,True,False,
occupation_type_employee_421007,"EMPLEADO, DESPACHO",421007,True,True,False,
occupation_type_employee_421008,"EMPLEADO, EMBARQUE/MERCADERIA",421008,True,True,False,
occupation_type_employee_421009,"EMPLEADO, EXISTENCIAS/REGISTRADOR",421009,True,True,False,
occupation_type_employee_421010,"EMPLEADO, EXISTENCIAS/CONTROL",421010,True,True,False,
occupation_type_employee_421011,"EMPLEADO, EXISTENCIAS/CONTROL (REGISTROS)",421011,True,True,False,
occupation_type_employee_421012,"EMPLEADO, EXISTENCIAS/INVENTARIO",421012,True,True,False,
occupation_type_employee_421013,"EMPLEADO, EXISTENCIAS/MERCADERIA",421013,True,True,False,
occupation_type_employee_421014,"EMPLEADO, EXPEDICION Y RECEPCION DE MERCADERIA",421014,True,True,False,
occupation_type_employee_421015,"EMPLEADO, GUARDAMUEBLES",421015,True,True,False,
occupation_type_employee_421016,"EMPLEADO, HERRAMIENTAS/ALMACEN",421016,True,True,False,
occupation_type_employee_421017,"EMPLEADO, INTERVENTOR ALMACENISTA",421017,True,True,False,
occupation_type_employee_421018,"EMPLEADO, MERCADERIAS",421018,True,True,False,
occupation_type_employee_421019,"EMPLEADO, MOVIMIENTO/MERCADERIAS",421019,True,True,False,
occupation_type_employee_421020,"EMPLEADO, RECEPCION/MERCADERIA (ALMACEN)",421020,True,True,False,
occupation_type_employee_421021,"EMPLEADO, REGISTRADOR/ENTRADAS Y SALIDAS DE MERCADERIAS",421021,True,True,False,
occupation_type_employee_421022,"EMPLEADO, SERVICIO DE ALMACENAJE",421022,True,True,False,
occupation_type_employee_421023,"EMPLEADO, SUMINISTROS",421023,True,True,False,
occupation_type_employee_421024,"EMPLEADO, KARDISTA/TARJADOR",421024,True,True,False,
occupation_type_employee_422001,"EMPLEADO, ABASTECIMIENTO/MATERIALES",422001,True,True,False,
occupation_type_employee_422002,"EMPLEADO, CALCULO DE MATERIALES",422002,True,True,False,
occupation_type_employee_422003,"EMPLEADO, PLANIFICACION DE LA PRODUCCION",422003,True,True,False,
occupation_type_employee_422004,"EMPLEADO, PLANIFICACION DE LA PRODUCCION/COORDINACION",422004,True,True,False,
occupation_type_employee_422005,"EMPLEADO, PLANIFICACION DE LA PRODUCCION/PROGRAMA",422005,True,True,False,
occupation_type_employee_422006,"EMPLEADO, PLANIFICACION/MATERIALES",422006,True,True,False,
occupation_type_employee_422007,"EMPLEADO, PROGRAMA DE ABASTECIMIENTO/MATERIALES",422007,True,True,False,
occupation_type_employee_423001,EMPLEADO DE AGENCIA DE SEGUROS,423001,True,True,False,
occupation_type_employee_423002,EMPLEADO DE CORRESPONDENCIA,423002,True,True,False,
occupation_type_employee_423003,EMPLEADO DE OFICINA EN GENERAL,423003,True,True,False,
occupation_type_employee_423004,EMPLEADO DE OFICINA PUBLICA O PARTICULAR,423004,True,True,False,
occupation_type_employee_423005,"EMPLEADO DE SERVICIOS ADMINISTRATIVOS, OTROS",423005,True,True,False,
occupation_type_employee_423006,EMPLEADO DE SERVICIOS DE PERSONAL,423006,True,True,False,
occupation_type_employee_436002,"CONTROLADOR ADMINISTRATIVO, FERROCARRIL/MERCANCIAS",436002,True,True,False,
occupation_type_employee_436003,"CONTROLADOR ADMINISTRATIVO, TRAFICO AEREO",436003,True,True,False,
occupation_type_employee_436004,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE AEREO",436004,True,True,False,
occupation_type_employee_436005,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE FERROVIARIO (CARGAS)",436005,True,True,False,
occupation_type_employee_436006,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE MARITIMO",436006,True,True,False,
occupation_type_employee_436007,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE POR CARRETERA",436007,True,True,False,
occupation_type_employee_436008,"EMPLEADO, DESPACHO/AUTOBUSES",436008,True,True,False,
occupation_type_employee_436009,"EMPLEADO, DESPACHO/BARCOS",436009,True,True,False,
occupation_type_employee_436010,"EMPLEADO, DESPACHO/CAMIONES",436010,True,True,False,
occupation_type_employee_436011,"EMPLEADO, DESPACHO/FERROCARRIL",436011,True,True,False,
occupation_type_employee_436012,"EMPLEADO, DESPACHO/GASODUCTO",436012,True,True,False,
occupation_type_employee_436013,"EMPLEADO, DESPACHO/MUELLES",436013,True,True,False,
occupation_type_employee_436014,"EMPLEADO, DESPACHO/OLEODUCTO",436014,True,True,False,
occupation_type_employee_436015,"EMPLEADO, DESPACHO/TRANSPORTE AEREO",436015,True,True,False,
occupation_type_employee_436016,"EMPLEADO, DESPACHO/TRANSPORTE CARGA",436016,True,True,False,
occupation_type_employee_436017,"EMPLEADO, DESPACHO/TRANSPORTE FLUVIAL Y TRANSBORDADOR",436017,True,True,False,
occupation_type_employee_436018,"EMPLEADO, DESPACHO/TRANSPORTE MARITIMO",436018,True,True,False,
occupation_type_employee_436019,"EMPLEADO, DESPACHO/TRANSPORTE POR CARRETERA (EXCEPTO AUTOBU",436019,True,True,False,
occupation_type_employee_436020,"EMPLEADO, FERROCARRIL/DEPOSITO",436020,True,True,False,
occupation_type_employee_436021,"EMPLEADO, MOVIMIENTOS/TRENES",436021,True,True,False,
occupation_type_employee_436022,"EMPLEADO, OPERACIONES/TRANSPORTE AEREO",436022,True,True,False,
occupation_type_employee_436023,"EMPLEADO, TRANSPORTE",436023,True,True,False,
occupation_type_employee_436024,"EMPLEADO, TRANSPORTE AEREO/EXPEDICION",436024,True,True,False,
occupation_type_employee_436025,"EMPLEADO, TRANSPORTE AEREO/MOVIMIENTO",436025,True,True,False,
occupation_type_employee_436026,"EMPLEADO, TRANSPORTE MARITIMO/ESTACION TERMINAL",436026,True,True,False,
occupation_type_employee_436027,"EMPLEADO, TRANSPORTE MARITIMO/MUELLE",436027,True,True,False,
occupation_type_employee_436028,"EMPLEADO, TRANSPORTE POR CARRETERA/TRAFICO",436028,True,True,False,
occupation_type_employee_442004,"EMPLEADO, ARCHIVO/SERVICIOS",442004,True,True,False,
occupation_type_employee_442005,"EMPLEADO, BIBLIOTECA",442005,True,True,False,
occupation_type_employee_442006,"EMPLEADO, BIBLIOTECA/ADQUISICIONES",442006,True,True,False,
occupation_type_employee_442007,"EMPLEADO, BIBLIOTECA/CLASIFICACION",442007,True,True,False,
occupation_type_employee_442008,"EMPLEADO, BIBLIOTECA/INDICE",442008,True,True,False,
occupation_type_employee_442009,"EMPLEADO, BIBLIOTECA/PRESTAMO DE LIBROS",442009,True,True,False,
occupation_type_employee_443003,"EMPLEADO DE CORREOS, CORRESPONDENCIA/CLASIFICACION",443003,True,True,False,
occupation_type_employee_443004,"EMPLEADO, DISTRIBUCION/CORRESPONDENCIA",443004,True,True,False,
occupation_type_employee_443011,"SUPERVISOR, CORREO",443011,True,True,False,
occupation_type_employee_444002,"EMPLEADO, CORRECCION DE PRUEBAS/IMPRENTA",444002,True,True,False,
occupation_type_employee_444003,"EMPLEADO, ELABORACION DE LISTAS",444003,True,True,False,
occupation_type_employee_444004,"EMPLEADO, ESCRITURAS",444004,True,True,False,
occupation_type_employee_444005,"EMPLEADO, CLASIFICADOR DE DOCUMENTOS",444005,True,True,False,
occupation_type_employee_444006,"EMPLEADO, MAQUINA FRANQUEADORA",444006,True,True,False,
occupation_type_employee_451014,"EMPLEADO, EMISION DE BILLETES/EXCEPTO DE VIAJE",451014,True,True,False,
occupation_type_employee_451015,"EMPLEADO, OPERACIONES DE CAMBIO",451015,True,True,False,
occupation_type_employee_451016,"EMPLEADO, VENTANILLA DE BANCO",451016,True,True,False,
occupation_type_employee_451017,"EMPLEADO, VENTANILLA DE CORREOS",451017,True,True,False,
occupation_type_employee_454001,"EMPLEADO, AGENCIA DE VIAJES",454001,True,True,False,
occupation_type_employee_454002,"EMPLEADO, AGENCIA DE VIAJES/VENTAS DE BILLETES",454002,True,True,False,
occupation_type_employee_454003,"EMPLEADO, EMISION DE BILLETES/VIAJES",454003,True,True,False,
